word, tf, idf
ï„îµï‡î½î¿î»î¿î³î¯î± –, 1, 1
– téchnä“, 1, 1
téchnä“ ï„î­ï‡î½î·, 1, 1
ï„î­ï‡î½î· an, 1, 1
an “art”, 1, 1
“art” “skill”, 1, 1
“skill” or, 1, 1
or “craft”, 1, 1
“craft” and, 1, 1
and -logía, 1, 1
-logía -î»î¿î³î¯î±, 1, 1
-î»î¿î³î¯î± the, 1, 1
the study, 10, 6
study of, 6, 3
of something, 2, 2
something or, 1, 1
the branch, 1, 1
branch of, 2, 2
of knowledge, 2, 2
a discipline, 1, 1
discipline [1], 1, 1
[1] the, 1, 1
the term, 1, 1
term can, 1, 1
can either, 1, 1
either be, 1, 1
be applied, 2, 2
applied generally, 1, 1
generally or, 1, 1
to specific, 1, 1
specific areas, 2, 2
areas examples, 1, 1
examples include, 1, 1
include construction, 1, 1
construction technology, 1, 1
technology medical, 1, 1
medical technology, 1, 1
technology information, 1, 1
information technology, 1, 1
technology or, 1, 1
or high, 1, 1
high technology, 1, 1
technology technologies, 1, 1
technologies significantly, 1, 1
significantly affect, 1, 1
affect human, 1, 1
human as, 1, 1
as other, 4, 4
other animal, 1, 1
animal species’, 1, 1
species’ ability, 1, 1
to control, 4, 2
and adapt, 1, 1
adapt to, 3, 3
to their, 21, 14
their natural, 1, 1
natural environments, 1, 1
environments the, 1, 1
the human, 1, 1
human species’, 1, 1
species’ use, 1, 1
of technology, 5, 1
technology began, 1, 1
began with, 2, 2
the conversion, 1, 1
conversion of, 1, 1
of natural, 2, 2
natural resources, 2, 1
resources into, 1, 1
into simple, 1, 1
simple tools, 2, 1
tools the, 1, 1
the prehistorical, 1, 1
prehistorical discovery, 1, 1
control fire, 1, 1
fire increased, 1, 1
increased the, 2, 2
the available, 3, 2
available sources, 1, 1
sources of, 3, 3
of food, 9, 6
food and, 8, 3
the invention, 1, 1
invention of, 1, 1
the wheel, 8, 2
wheel helped, 1, 1
helped humans, 1, 1
humans in, 2, 2
in travelling, 1, 1
travelling in, 1, 1
in and, 2, 2
and controlling, 1, 1
controlling their, 1, 1
their environment, 1, 1
environment recent, 1, 1
recent technological, 1, 1
technological developments, 1, 1
developments including, 1, 1
including the, 2, 2
the printing, 1, 1
printing press, 1, 1
press the, 1, 1
the telephone, 1, 1
telephone and, 1, 1
internet have, 1, 1
have lessened, 1, 1
lessened physical, 1, 1
physical barriers, 1, 1
barriers tocommunication, 1, 1
tocommunication and, 1, 1
and allowed, 2, 2
allowed humans, 1, 1
humans to, 1, 1
to interact, 1, 1
interact freely, 1, 1
freely on, 1, 1
a global, 3, 3
global scale, 1, 1
scale however, 1, 1
however not, 1, 1
not all, 5, 4
all technology, 1, 1
has been, 45, 19
for peaceful, 1, 1
peaceful purposes, 1, 1
purposes the, 1, 1
of weapons, 1, 1
weapons of, 1, 1
of ever-increasing, 1, 1
ever-increasing destructive, 1, 1
destructive power, 1, 1
power has, 1, 1
has progressed, 1, 1
progressed throughout, 1, 1
throughout history, 2, 2
history from, 1, 1
from clubs, 1, 1
clubs to, 1, 1
to nuclear, 1, 1
nuclear weapons, 1, 1
weapons technology, 1, 1
technology has, 1, 1
has affected, 1, 1
affected society, 1, 1
and its, 13, 10
its surroundings, 1, 1
surroundings in, 1, 1
a number, 11, 6
of ways, 3, 2
ways in, 1, 1
in many, 1, 1
societies technology, 1, 1
has helped, 1, 1
helped develop, 1, 1
develop more, 1, 1
more advanced, 1, 1
advanced economies, 1, 1
economies including, 1, 1
including today’s, 1, 1
today’s global, 1, 1
global economy, 1, 1
has allowed, 1, 1
allowed the, 1, 1
the rise, 6, 4
rise of, 2, 1
a leisure, 1, 1
leisure class, 1, 1
class many, 1, 1
many technological, 1, 1
technological processes, 1, 1
processes produce, 1, 1
produce unwanted, 1, 1
unwanted by-products, 1, 1
by-products known, 1, 1
as pollution, 1, 1
pollution and, 2, 2
and deplete, 1, 1
deplete natural, 1, 1
resources to, 1, 1
the detriment, 1, 1
detriment of, 1, 1
of theearth, 1, 1
theearth and, 1, 1
its environment, 1, 1
environment various, 1, 1
various implementations, 1, 1
implementations of, 1, 1
technology influence, 1, 1
the values, 4, 3
values of, 4, 4
and new, 5, 4
new technology, 1, 1
technology often, 1, 1
often raises, 1, 1
raises new, 1, 1
new ethical, 1, 1
ethical questions, 1, 1
questions examples, 1, 1
examples include, 1, 1
include the, 5, 4
the notion, 5, 5
notion of, 5, 5
of efficiency, 1, 1
efficiency in, 1, 1
of human, 8, 6
human productivity, 1, 1
productivity a, 1, 1
a term, 1, 1
term originally, 1, 1
originally applied, 1, 1
applied only, 1, 1
only to, 9, 7
to machines, 1, 1
machines and, 2, 2
the challenge, 1, 1
challenge of, 1, 1
of traditional, 3, 3
traditional norms, 1, 1
norms philosophical, 1, 1
philosophical debates, 1, 1
debates have, 1, 1
have arisen, 3, 3
arisen over, 1, 1
the present, 2, 2
present and, 1, 1
future use, 1, 1
technology in, 2, 1
in society, 5, 4
society with, 3, 3
with disagreements, 1, 1
disagreements over, 1, 1
whether technology, 1, 1
technology improves, 1, 1
improves the, 3, 3
the human, 8, 6
human condition, 3, 2
condition or, 1, 1
or worsens, 1, 1
worsens it, 1, 1
it neo-luddism, 1, 1
neo-luddism anarcho-primitivism, 1, 1
anarcho-primitivism and, 1, 1
and similar, 1, 1
similar movements, 1, 1
movements criticise, 1, 1
criticise the, 1, 1
the pervasiveness, 1, 1
pervasiveness of, 1, 1
the modern, 5, 4
modern world, 1, 1
world opining, 1, 1
opining that, 1, 1
it harms, 1, 1
harms the, 1, 1
and alienates, 1, 1
alienates people, 1, 1
people proponents, 1, 1
proponents of, 3, 3
of ideologies, 1, 1
ideologies such, 1, 1
such astranshumanism, 1, 1
astranshumanism and, 1, 1
and techno-progressivism, 1, 1
techno-progressivism view, 1, 1
view continued, 1, 1
continued technological, 1, 1
technological progress, 1, 1
progress as, 1, 1
as beneficial, 2, 2
beneficial to, 4, 4
to society, 2, 2
condition indeed, 1, 1
indeed until, 1, 1
until recently, 1, 1
recently it, 1, 1
was believed, 2, 2
believed that, 7, 6
technology was, 1, 1
was restricted, 1, 1
restricted only, 1, 1
to human, 3, 3
human beings, 5, 4
beings but, 1, 1
but recent, 1, 1
recent scientific, 1, 1
scientific studies, 1, 1
studies indicate, 1, 1
indicate that, 1, 1
that other, 2, 2
other primates, 1, 1
primates and, 1, 1
and certain, 1, 1
certain dolphin, 1, 1
dolphin communities, 1, 1
communities have, 1, 1
have developed, 2, 2
developed simple, 1, 1
tools and, 1, 1
and learned, 1, 1
learned to, 1, 1
pass their, 1, 1
their knowledge, 2, 2
knowledge to, 1, 1
other generations, 1, 1
choose, 20, 12
car, 15, 3
definitely, 3, 3
cadillac, 9, 1
escalade, 9, 1
suvs, 3, 1
favourite, 2, 2
cars, 2, 2
suv, 2, 1
stylish, 1, 1
roomy, 1, 1
features, 12, 7
popular, 24, 9
design, 4, 2
chrome, 2, 1
trim, 1, 1
wheels, 5, 3
overall, 7, 7
attractive, 3, 3
elements, 6, 5
mirrors, 1, 1
angled, 1, 1
blend, 2, 2
curves, 1, 1
vehicle, 8, 4
windshield, 1, 1
angle, 1, 1
flows, 2, 2
roof, 2, 2
line, 5, 3
seamlessly, 1, 1
tall, 1, 1
headlights, 1, 1
standard, 8, 5
high, 4, 3
intensity, 1, 1
discharge, 1, 1
hid, 1, 1
lighting, 1, 1
option, 4, 3
“intellibeam”, 1, 1
automatically, 3, 3
adjusts, 1, 1
brightness, 2, 2
headlight, 1, 1
beams, 1, 1
inch, 2, 1
22, 5, 5
interior, 1, 1
continues, 7, 5
theme, 3, 3
comfort, 1, 1
combined, 3, 3
highly, 8, 7
stylized, 1, 1
dashboard, 2, 1
consoles, 1, 1
quality, 33, 11
vinyl, 1, 1
panel, 2, 2
displays, 1, 1
vision, 3, 3
lines, 4, 4
driver, 1, 1
seams, 1, 1
assembly, 1, 1
constructed, 5, 2
tightly, 1, 1
barely, 3, 2
visible, 1, 1
6, 19, 14
litre, 1, 1
v-8, 1, 1
engine, 1, 1
allows, 7, 6
quick, 4, 3
acceleration, 1, 1
traction, 1, 1
four, 11, 7
drive, 3, 3
disc, 1, 1
brakes, 2, 1
powerful, 18, 10
driving, 7, 4
experience, 22, 9
equipped, 2, 2
handle, 2, 2
versatile, 2, 1
capacity, 3, 3
row, 1, 1
seat, 2, 1
transport, 3, 3
passengers, 1, 1
removable, 1, 1
maximizing, 1, 1
vehicles, 1, 1
cargo, 1, 1
space, 3, 3
earned, 4, 3
star, 3, 3
rating, 1, 1
safety, 1, 1
anti-lock, 1, 1
front, 5, 4
airbags, 2, 1
curtain, 1, 1
stability, 2, 2
rear, 3, 2
parking, 1, 1
sensors, 1, 1
camera, 1, 1
blind, 2, 2
warning, 1, 1
superior, 2, 2
combines, 1, 1
practicality, 1, 1
luxury, 1, 1
if i, 1, 1
i had, 2, 2
to choose, 4, 4
choose a, 2, 2
a car, 2, 2
car i, 1, 1
i liked, 1, 1
liked the, 1, 1
most i, 1, 1
i would, 7, 4
would definitely, 1, 1
definitely pick, 1, 1
pick cadillac, 1, 1
cadillac escalade, 9, 1
escalade suvs, 1, 1
suvs are, 1, 1
are my, 1, 1
my favourite, 1, 1
favourite cars, 1, 1
cars in, 1, 1
general but, 1, 1
but no, 1, 1
no suv, 1, 1
suv is, 1, 1
more stylish, 1, 1
stylish than, 1, 1
than the, 10, 9
the cadillac, 3, 1
escalade even, 1, 1
though it, 2, 2
it has, 5, 5
has all, 1, 1
the roomy, 1, 1
roomy features, 1, 1
features that, 1, 1
that make, 1, 1
make suvs, 1, 1
suvs a, 1, 1
a popular, 6, 4
popular choice, 2, 2
choice for, 3, 3
for families, 2, 2
families its, 1, 1
its design, 1, 1
design chrome, 1, 1
chrome trim, 1, 1
trim and, 1, 1
and wheels, 1, 1
wheels and, 1, 1
and overall, 3, 3
overall style, 1, 1
style make, 1, 1
it attractive, 1, 1
attractive to, 2, 2
youth as, 2, 2
well the, 4, 3
the design, 1, 1
design elements, 1, 1
elements of, 5, 4
escalade are, 1, 1
are all, 3, 3
all made, 1, 1
made with, 2, 2
with style, 1, 1
style in, 2, 2
in mind, 2, 2
mind the, 2, 2
the mirrors, 1, 1
mirrors are, 1, 1
are angled, 1, 1
angled and, 1, 1
and blend, 1, 1
blend into, 1, 1
the curves, 1, 1
curves of, 1, 1
the vehicle, 5, 2
vehicle the, 2, 1
the windshield, 1, 1
windshield angle, 1, 1
angle flows, 1, 1
flows into, 1, 1
the roof, 1, 1
roof line, 1, 1
line seamlessly, 1, 1
seamlessly the, 1, 1
the tall, 1, 1
tall headlights, 1, 1
headlights have, 1, 1
have standard, 1, 1
standard high, 1, 1
high intensity, 1, 1
intensity discharge, 1, 1
discharge hid, 1, 1
hid lighting, 1, 1
lighting with, 1, 1
an option, 1, 1
option to, 3, 2
add the, 1, 1
the “intellibeam”, 1, 1
“intellibeam” system, 1, 1
which automatically, 1, 1
automatically adjusts, 1, 1
adjusts the, 1, 1
the brightness, 2, 2
brightness of, 2, 2
the headlight, 1, 1
headlight beams, 1, 1
beams the, 1, 1
the cadillac, 5, 1
escalade comes, 1, 1
comes standard, 1, 1
standard with, 1, 1
with 18, 1, 1
18 inch, 1, 1
inch wheels, 1, 1
wheels but, 1, 1
also has, 2, 2
has the, 6, 6
the option, 1, 1
add 22, 1, 1
22 inch, 1, 1
inch chrome, 1, 1
chrome wheels, 1, 1
wheels to, 1, 1
the interior, 1, 1
interior of, 1, 1
vehicle continues, 1, 1
continues the, 1, 1
the theme, 1, 1
theme of, 1, 1
of comfort, 1, 1
comfort combined, 1, 1
combined with, 3, 3
a highly, 1, 1
highly stylized, 1, 1
stylized design, 1, 1
design the, 1, 1
the dashboard, 1, 1
dashboard and, 1, 1
and consoles, 1, 1
consoles are, 1, 1
are made, 5, 4
made of, 1, 1
of high, 6, 6
high quality, 5, 4
quality vinyl, 1, 1
vinyl with, 1, 1
with instrument, 1, 1
instrument panel, 1, 1
panel displays, 1, 1
displays located, 1, 1
in perfect, 1, 1
perfect vision, 1, 1
vision lines, 1, 1
lines for, 1, 1
the driver, 1, 1
driver seams, 1, 1
seams for, 1, 1
the assembly, 1, 1
assembly of, 1, 1
the dashboard, 1, 1
dashboard are, 1, 1
are constructed, 1, 1
constructed tightly, 1, 1
tightly and, 1, 1
and barely, 1, 1
barely visible, 1, 1
visible the, 1, 1
the true, 1, 1
true beauty, 1, 1
escalade however, 1, 1
however comes, 1, 1
in its, 4, 3
its power, 1, 1
power it, 1, 1
it features, 1, 1
features a, 1, 1
a standard, 2, 2
standard 6, 1, 1
6 2, 1, 1
2 litre, 1, 1
litre v-8, 1, 1
v-8 engine, 1, 1
engine that, 1, 1
that allows, 2, 2
allows for, 1, 1
for quick, 1, 1
quick acceleration, 1, 1
acceleration traction, 1, 1
traction control, 1, 1
control four, 1, 1
four wheel, 2, 1
wheel drive, 1, 1
drive and, 1, 1
and four, 1, 1
wheel disc, 1, 1
disc brakes, 1, 1
brakes allow, 1, 1
a comfortable, 1, 1
comfortable and, 1, 1
and powerful, 1, 1
powerful driving, 1, 1
driving experience, 1, 1
experience the, 1, 1
escalade is, 3, 1
well equipped, 1, 1
equipped to, 1, 1
to handle, 2, 2
handle driving, 1, 1
driving off, 1, 1
off road, 1, 1
road but, 1, 1
but versatile, 1, 1
versatile enough, 1, 1
be an, 4, 3
an effective, 11, 8
effective city, 1, 1
city driving, 1, 1
driving vehicle, 1, 1
vehicle as, 1, 1
also versatile, 1, 1
versatile in, 1, 1
its capacity, 1, 1
capacity a, 1, 1
a third, 1, 1
third row, 1, 1
row seat, 1, 1
seat allows, 1, 1
allows the, 1, 1
vehicle to, 1, 1
to transport, 2, 2
transport up, 1, 1
to seven, 2, 2
seven passengers, 1, 1
passengers the, 1, 1
the seat, 1, 1
seat is, 1, 1
also removable, 1, 1
removable maximizing, 1, 1
maximizing the, 1, 1
the vehicles, 1, 1
vehicles cargo, 1, 1
cargo space, 1, 1
space the, 1, 1
escalade has, 1, 1
has also, 5, 4
also earned, 1, 1
earned a, 1, 1
a four, 1, 1
four star, 1, 1
star safety, 1, 1
safety rating, 1, 1
rating from, 1, 1
the u, 1, 1
s government, 1, 1
government safety, 1, 1
safety features, 1, 1
features include, 1, 1
include anti-lock, 1, 1
anti-lock brakes, 1, 1
brakes front, 1, 1
front side, 1, 1
side airbags, 1, 1
airbags side, 1, 1
side curtain, 1, 1
curtain airbags, 1, 1
airbags stability, 1, 1
stability control, 1, 1
control rear, 1, 1
rear parking, 1, 1
parking sensors, 1, 1
sensors a, 1, 1
a rear, 1, 1
rear view, 1, 1
view camera, 1, 1
camera and, 1, 1
a blind, 1, 1
blind spot, 1, 1
spot warning, 1, 1
warning system, 1, 1
is superior, 1, 1
superior to, 2, 2
other suvs, 1, 1
suvs because, 1, 1
it combines, 1, 1
combines all, 1, 1
the practicality, 1, 1
practicality of, 1, 1
a traditional, 1, 1
traditional suv, 1, 1
suv with, 1, 1
a luxury, 1, 1
luxury car, 1, 1
assignment, 5, 3
explaining, 1, 1
resource, 6, 5
talk, 4, 4
selected, 2, 2
review, 11, 8
story, 25, 9
entitled, 3, 3
horrid, 8, 1
birthday, 14, 1
franscesca, 1, 1
simon, 1, 1
illustrated, 4, 4
tony, 6, 4
ross, 3, 3
published, 4, 4
horrid, 1, 1
henry, 1, 1
and, 1, 1
the, 1, 1
secret, 1, 1
club, 1, 1
audio, 1, 1
learning, 1, 1
builds, 3, 2
store, 2, 2
backgrounds, 1, 1
didn’t, 4, 2
confident, 3, 3
moreover, 1, 1
reads, 1, 1
stuffs, 2, 1
exercises, 1, 1
brains, 1, 1
reading, 1, 1
doing, 22, 9
etc, 13, 7
read, 7, 4
regularly, 5, 3
abilities, 6, 5
periods, 4, 3
plot, 1, 1
runs, 2, 2
follows, 3, 2
henry’s, 6, 1
misbehaviour, 2, 1
previews, 2, 1
nevertheless, 2, 2
nearly, 11, 8
again, 14, 10
chance, 7, 7
plan, 10, 4
lazer, 2, 1
zap, 2, 1
expensive, 3, 3
mess, 1, 1
house, 11, 7
everything, 1, 1
fine, 4, 3
dad, 1, 1
unfortunately, 2, 2
finds, 6, 4
banned, 8, 5
surprising, 2, 2
presents, 3, 1
prizes, 1, 1
nevertheless, 5, 3
disappointing, 1, 1
sneaks, 1, 1
gun, 3, 2
guests, 1, 1
wet, 2, 2
surprise, 3, 2
children, 8, 5
particularly, 14, 7
aged, 3, 3
old, 15, 7
enthusiastic, 2, 2
noisy, 1, 1
dynamism, 1, 1
reasonably, 1, 1
active, 3, 3
handful, 1, 1
talking, 3, 3
tireless, 1, 1
boys, 5, 4
deal, 7, 4
anxiously, 1, 1
awaiting, 1, 1
diligently, 1, 1
invite, 1, 1
expecting, 2, 2
early, 3, 2
childhood, 9, 3
amazing, 1, 1
growth, 20, 13
remarkable, 4, 2
mental, 15, 8
cognitive, 1, 1
association, 3, 3
memory, 3, 2
reasoning, 1, 1
solving, 3, 3
emerge, 3, 3
jean, 1, 1
piaget, 1, 1
child, 25, 6
usually, 1, 1
whom, 4, 4
interacts, 1, 1
parenting, 3, 1
emotion, 1, 1
examined, 5, 4
variables, 4, 4
attachment, 2, 1
bowlby, 1, 1
1982, 2, 2
suggested, 8, 7
secure, 2, 2
attachments, 1, 1
enable, 1, 1
caretaker’s, 2, 1
recognize, 3, 3
perspectives, 3, 3
childhoods, 1, 1
relationships, 10, 7
brothers, 2, 2
sisters, 1, 1
immediate, 2, 2
parental, 2, 2
probabilities, 2, 2
entity, 2, 1
inevitably, 5, 3
imposes, 2, 1
upon, 21, 11
individuals, 23, 13
movement, 3, 2
constrains, 1, 1
operate, 4, 3
activated, 2, 1
appropriate, 13, 10
observing, 1, 1
parent-child, 1, 1
taken, 6, 4
individual, 32, 14
social-cognitive, 1, 1
discuss, 9, 6
factor, 10, 7
universe, 1, 1
shape, 9, 6
connections, 2, 2
behaviours, 7, 3
parent’s, 3, 2
son’s, 2, 2
reliable, 3, 2
complain, 2, 2
cost, 8, 6
coming, 7, 5
minuchin, 1, 1
fishman, 1, 1
1981, 1, 1
broader, 4, 4
parent, 4, 3
instance, 18, 9
parental, 5, 2
stress, 20, 10
become, 33, 18
force, 4, 4
contributing, 2, 2
adaptive, 1, 1
maladaptive, 1, 1
parenting, 1, 1
suffering, 3, 3
difficulties, 13, 7
less, 26, 17
responsive, 2, 2
affectionate, 1, 1
negatively, 2, 2
cognitive, 10, 6
cole, 1, 1
mitchell, 1, 1
1998, 8, 3
network, 4, 3
increases, 3, 3
teachers, 3, 2
neighbours, 1, 1
becoming, 6, 5
parent’s, 1, 1
recording, 1, 1
device, 1, 1
reproduce, 1, 1
exactly, 5, 4
recorded, 3, 3
encourages, 3, 3
friendship, 2, 1
teaches, 2, 2
friendships, 3, 1
enjoyable, 2, 2
friendships, 9, 3
abstract, 1, 1
psychological, 10, 7
judge, 2, 2
decide, 6, 5
invited, 2, 1
unfortunately, 2, 2
crossed, 1, 1
lie, 4, 3
provide, 31, 15
numerous, 4, 3
functions, 6, 5
companionship, 2, 2
stimulation, 1, 1
affection, 1, 1
each, 4, 4
times, 22, 15
several, 4, 3
theorists, 1, 1
similarly, 2, 2
predictable, 2, 1
progressive, 1, 1
geographical, 2, 2
considerations, 4, 3
self-cantered, 1, 1
friend, 6, 4
playmate, 1, 1
nearby, 1, 1
toys, 2, 2
concerns, 5, 3
nine, 1, 1
younger, 5, 4
begin, 9, 6
reciprocity, 1, 1
feelings, 8, 5
researches, 1, 1
saying, 4, 4
half, 9, 6
behavioural, 3, 3
difficulty, 7, 5
interactions, 3, 3
define, 3, 3
self, 14, 6
self-worth, 1, 1
friends, 1, 1
encourage, 14, 6
discourage, 2, 2
delinquency, 4, 2
drug, 19, 4
compared, 3, 3
lack, 18, 12
lonely, 5, 3
pro, 1, 1
socially, 12, 7
cope, 2, 2
stresses, 1, 1
transitions, 1, 1
victimized, 1, 1
interestingly, 1, 1
sexes, 7, 5
well-adjusted, 1, 1
greater, 7, 5
keep, 6, 5
somewhat, 4, 3
developmental, 1, 1
sequence, 2, 2
social-emotional, 1, 1
delays, 1, 1
concern, 4, 4
interpret, 1, 1
children’s, 13, 6
solitary, 2, 1
loneliness, 1, 1
attempt, 13, 12
push, 7, 3
incorrect, 1, 1
assumption, 3, 3
counterparts, 1, 1
enjoy, 8, 6
activities, 12, 6
distinguish, 3, 2
alone, 9, 7
like, 3, 3
reflect, 3, 3
day’s, 1, 1
casual, 6, 4
observers, 1, 1
affluent, 2, 1
score, 2, 2
tests, 3, 3
skill, 7, 6
drop, 4, 2
enrol, 1, 1
graduate, 1, 1
intuitive, 1, 1
rich, 5, 5
spend, 4, 3
“investments”, 1, 1
outcomes, 4, 4
intuition, 1, 1
fit, 3, 3
makers, 2, 2
solutions, 6, 5
alleviate, 1, 1
poverty, 4, 2
apparent, 3, 3
fail, 7, 4
cannot, 19, 10
sufficient, 1, 1
monetary, 1, 1
investments, 5, 3
improve, 14, 6
chances, 3, 2
schooling, 1, 1
capital, 2, 2
in-, 1, 1
puts, 2, 2
mayer, 1, 1
2010, 22, 8
inability, 1, 1
invest, 1, 1
possible, 16, 12
well-being, 5, 3
implicated, 2, 1
marital, 2, 2
environment, 2, 2
explanations, 1, 1
argue, 8, 3
policies, 6, 6
buss, 1, 1
plomin, 1, 1
1984, 7, 3
sociability, 1, 1
refers, 6, 4
dimensions, 2, 2
temperament, 1, 1
inherited, 1, 1
fixed, 4, 4
constrained, 1, 1
lecturers, 1, 1
neither, 2, 2
driven, 2, 2
inner, 2, 2
forces, 5, 4
nor, 3, 3
shaped, 1, 1
controlled, 5, 5
contributors, 1, 1
reciprocally, 1, 1
interacting, 1, 1
influences, 12, 4
person, 1, 1
characterised, 5, 2
capabilities, 1, 1
illustrations, 3, 1
pictures, 4, 3
pictures, 1, 1
analyse, 2, 2
classroom, 3, 2
those, 3, 3
stimulates, 3, 3
researcher, 7, 2
picture, 4, 2
cause, 21, 11
raise, 4, 4
lesson, 1, 1
segun, 1, 1
1988, 1, 1
“illustrations, 1, 1
literature, 7, 6
integrated, 2, 2
texts, 1, 1
sharpen, 1, 1
perception, 5, 4
stimulate, 7, 5
observation, 2, 2
aided, 3, 3
actually, 1, 1
identity, 6, 4
heritage, 2, 2
jelongo, 1, 1
views, 3, 3
s/he, 1, 1
promote, 9, 5
pupils, 1, 1
literate, 1, 1
decode, 1, 1
organisation, 5, 5
parties, 3, 3
authors, 1, 1
complete, 10, 7
kit, 1, 1
kids, 6, 4
this assignment, 1, 1
assignment will, 1, 1
be explaining, 1, 1
explaining how, 1, 1
the resource, 1, 1
resource a, 1, 1
a book, 1, 1
book will, 1, 1
will support, 1, 1
support the, 3, 3
the learning, 3, 2
learning and, 4, 2
and development, 9, 4
children this, 3, 1
this will, 2, 2
will also, 5, 4
also talk, 1, 1
talk and, 1, 1
and explain, 1, 1
explain some, 1, 1
some theories, 1, 1
and see, 1, 1
how those, 1, 1
those theories, 1, 1
theories support, 1, 1
support and, 1, 1
and help, 3, 3
help the, 4, 4
society the, 7, 4
book selected, 1, 1
selected for, 1, 1
for review, 1, 1
review is, 1, 1
a story, 2, 2
story book, 1, 1
book entitled, 1, 1
entitled horrid, 1, 1
horrid henry, 5, 1
henry birthday, 3, 1
birthday party, 6, 1
party this, 1, 1
this book, 2, 1
book was, 3, 2
written by, 1, 1
by franscesca, 1, 1
franscesca simon, 1, 1
simon in, 1, 1
in 2009, 1, 1
2009 and, 2, 2
and illustrated, 1, 1
illustrated by, 1, 1
by tony, 1, 1
tony ross, 1, 1
ross the, 1, 1
was previously, 1, 1
previously published, 1, 1
published as, 1, 1
single story, 1, 1
story in, 1, 1
in horrid, 1, 1
horrid henry, 1, 1
henry and, 1, 1
and the, 1, 1
the secret, 1, 1
secret club, 1, 1
club and, 1, 1
also available, 1, 1
available as, 1, 1
an audio, 1, 1
audio book, 1, 1
book learning, 1, 1
learning is, 1, 1
important for, 10, 7
for children, 7, 3
children because, 1, 1
it builds, 3, 2
builds up, 2, 1
their store, 1, 1
store of, 1, 1
of backgrounds, 1, 1
backgrounds knowledge, 1, 1
of things, 3, 3
they didn’t, 3, 2
didn’t know, 3, 2
know before, 2, 1
before it, 1, 1
their confident, 1, 1
confident self-esteem, 1, 1
self-esteem and, 4, 4
and moreover, 1, 1
moreover it, 1, 1
it helps, 2, 2
helps them, 3, 3
do well, 1, 1
well in, 1, 1
school or, 1, 1
or at, 2, 2
home the, 1, 1
the resource, 1, 1
resource was, 1, 1
was created, 3, 3
created in, 1, 1
help children, 4, 2
children with, 4, 2
with their, 19, 10
their learning, 1, 1
development because, 1, 1
because all, 1, 1
all children, 4, 2
children learn, 2, 2
learn throughout, 1, 1
throughout different, 1, 1
different techniques, 1, 1
techniques and, 4, 3
and strategies, 1, 1
strategies the, 1, 1
author believes, 1, 1
believes that, 10, 8
the majority, 9, 5
children who, 5, 2
who reads, 1, 1
reads books, 1, 1
books often, 1, 1
often get, 1, 1
get better, 1, 1
better understanding, 1, 1
understanding about, 1, 1
about stuffs, 1, 1
stuffs that, 1, 1
before because, 1, 1
because reading, 1, 1
reading is, 1, 1
important exercises, 1, 1
exercises for, 1, 1
for our, 7, 5
our brains, 1, 1
brains reading, 1, 1
reading books, 1, 1
books is, 1, 1
is it, 5, 5
it better, 1, 1
better than, 6, 5
than doing, 1, 1
doing other, 1, 1
other stuffs, 1, 1
stuffs such, 1, 1
as watching, 1, 1
watching tv, 1, 1
tv and, 1, 1
and etc, 1, 1
etc the, 1, 1
the more, 5, 4
more books, 1, 1
books children, 1, 1
children read, 1, 1
read they, 1, 1
they better, 1, 1
better they, 1, 1
they get, 4, 3
get in, 3, 3
their concentration, 1, 1
and also, 15, 9
also reading, 1, 1
reading regularly, 1, 1
regularly as, 1, 1
are growing, 2, 2
growing up, 2, 2
up will, 1, 1
will help, 12, 4
them in, 7, 5
develop or, 1, 1
or gain, 1, 1
gain more, 2, 2
more abilities, 1, 1
abilities in, 1, 1
in doing, 2, 2
doing things, 2, 2
things for, 2, 2
longer periods, 1, 1
periods of, 2, 2
of time, 9, 7
time the, 3, 2
the plot, 1, 1
plot of, 1, 1
the story, 11, 7
story runs, 1, 1
runs as, 1, 1
as follows, 3, 2
follows after, 1, 1
after henry’s, 1, 1
henry’s misbehaviour, 1, 1
misbehaviour at, 1, 1
at his, 2, 2
his previews, 1, 1
previews birthday, 1, 1
party his, 1, 1
his parents, 4, 1
parents decided, 1, 1
decided that, 3, 3
he would, 3, 3
would never, 2, 2
never have, 2, 2
have another, 1, 1
another birthday, 1, 1
party nevertheless, 1, 1
nevertheless his, 1, 1
his birthday, 2, 1
birthday was, 2, 1
was nearly, 1, 1
nearly there, 1, 1
there again, 1, 1
again and, 2, 2
have decided, 1, 1
to give, 10, 7
give him, 1, 1
him one, 1, 1
one more, 2, 2
more chance, 1, 1
chance the, 1, 1
the plan, 1, 1
plan is, 2, 2
the party, 5, 1
party away, 1, 1
away from, 5, 5
from home, 1, 1
home at, 1, 1
at lazer, 1, 1
lazer zap, 2, 1
zap but, 1, 1
the place, 7, 4
place was, 1, 1
was expensive, 1, 1
expensive but, 1, 1
least it, 1, 1
it means, 3, 3
means no, 1, 1
no mess, 1, 1
mess would, 1, 1
be done, 4, 3
done to, 2, 2
to house, 1, 1
house everything, 1, 1
everything is, 1, 1
is going, 4, 3
going fine, 1, 1
fine until, 1, 1
until henry’s, 1, 1
henry’s dad, 1, 1
dad called, 1, 1
book the, 1, 1
place for, 2, 2
the birthday, 1, 1
party unfortunately, 1, 1
unfortunately he, 1, 1
he finds, 3, 2
finds that, 2, 1
that henry, 1, 1
henry has, 1, 1
been banned, 1, 1
banned from, 2, 2
from lazer, 1, 1
zap for, 1, 1
