word, tf, idf
furthermore parents, 1, 1
parents should, 1, 1
should also, 5, 3
also consider, 1, 1
consider whether, 1, 1
whether the, 2, 2
the work, 5, 3
work is, 2, 2
is too, 3, 3
too hard, 2, 2
hard for, 1, 1
for young, 2, 2
young children, 1, 1
children to, 2, 2
to complete, 4, 4
complete thus, 1, 1
thus the, 3, 3
the distribution, 4, 4
distribution of, 7, 6
houseworks should, 1, 1
take members’, 1, 1
members’ abilities, 1, 1
abilities and, 1, 1
and ages, 1, 1
ages into, 1, 1
into consideration, 1, 1
consideration in, 1, 1
family my, 1, 1
my mom, 4, 4
mom is, 1, 1
the one, 10, 6
one that, 8, 5
that cooks, 1, 1
cooks and, 1, 1
my dad, 4, 4
dad is, 2, 2
that drives, 1, 1
drives my, 1, 1
my brother, 4, 4
brother and, 8, 7
i are, 3, 3
are assigned, 1, 1
maintain our, 4, 4
own bedrooms, 1, 1
bedrooms and, 1, 1
and bathrooms, 1, 1
bathrooms and, 1, 1
we also, 1, 1
also do, 1, 1
dishes by, 1, 1
by turns, 1, 1
turns in, 1, 1
in short, 3, 3
short my, 1, 1
parents are, 3, 3
the ones, 2, 2
ones that, 2, 2
that do, 1, 1
the |professional”, 1, 1
|professional” works, 1, 1
works while, 1, 1
while my, 6, 6
do mostly, 1, 1
mostly the, 1, 1
rest i, 1, 1
the kind, 3, 3
kind that, 1, 1
that really, 2, 2
really hate, 1, 1
hate to, 1, 1
do houseworks, 1, 1
houseworks but, 1, 1
but while, 1, 1
while i’m, 1, 1
i’m doing, 1, 1
doing it, 3, 2
it i, 6, 4
i find, 3, 3
find interest, 1, 1
interest in, 3, 3
in it, 6, 6
it most, 1, 1
most of, 11, 9
the time, 9, 8
time take, 1, 1
take cleaning, 1, 1
up my, 5, 3
my room, 6, 2
room for, 1, 1
i clean, 2, 2
room about, 1, 1
about once, 1, 1
once a, 1, 1
a month, 2, 2
month i’ll, 1, 1
i’ll first, 1, 1
first put, 1, 1
all my, 3, 2
my books, 1, 1
and clothes, 1, 1
clothes shattering, 1, 1
shattering on, 1, 1
floor back, 1, 1
to my, 15, 12
my closets, 1, 1
closets then, 1, 1
then i’ll, 1, 1
i’ll start, 1, 1
start sweeping, 1, 1
sweeping and, 1, 1
floor as, 1, 1
i put, 2, 2
put the, 2, 2
the stuff, 1, 1
stuff back, 1, 1
belong and, 1, 1
and see, 2, 2
see my, 2, 2
room gradually, 1, 1
gradually turn, 1, 1
turn bright, 1, 1
bright and, 1, 1
and clean, 1, 1
clean a, 1, 1
a sense, 2, 2
sense of, 16, 14
of satisfacation, 1, 1
satisfacation fill, 1, 1
fill up, 1, 1
heart thus, 1, 1
thus even, 1, 1
even though, 4, 4
though i, 2, 2
i complain, 1, 1
about doing, 1, 1
doing houseworks, 2, 1
houseworks everytime, 1, 1
everytime before, 1, 1
before i, 2, 2
i actually, 2, 2
actually kind, 1, 1
kind of, 6, 6
of enjoy, 1, 1
enjoy the, 10, 8
the magical, 1, 1
magical process, 1, 1
process witnessing, 1, 1
witnessing the, 1, 1
house become, 1, 1
become clean, 1, 1
clean in, 1, 1
in conclusion, 5, 5
conclusion doing, 1, 1
houseworks might, 1, 1
might sounds, 1, 1
sounds irritated, 1, 1
irritated but, 1, 1
but you’ll, 1, 1
you’ll definitely, 1, 1
definitely find, 1, 1
find some, 1, 1
some fun, 1, 1
fun doing, 1, 1
statement, 14, 10
travel, 15, 9
tour, 12, 5
guide, 15, 8
most, 11, 10
argue, 1, 1
explorer, 1, 1
without, 25, 19
well, 2, 2
true, 16, 10
travelling, 6, 3
alone, 5, 4
hands, 11, 9
within, 5, 5
country, 19, 13
imagine, 3, 3
visit, 15, 10
foriegn, 2, 1
land, 3, 3
customs, 4, 4
traditions, 1, 1
historic, 6, 3
places, 17, 12
directions, 2, 2
how, 7, 6
figuring, 2, 2
get, 44, 28
travelling, 1, 1
led, 7, 6
benifits, 1, 1
such, 72, 49
meeting, 3, 3
yours, 1, 1
communicate, 4, 4
exchange, 3, 2
valuable, 2, 2
information, 14, 11
perhaps, 5, 5
guides, 6, 2
tour, 2, 1
exact, 1, 1
access, 4, 4
hints, 1, 1
tips, 4, 4
dealing, 3, 3
locals, 3, 3
advice, 16, 6
return, 5, 5
missing, 2, 2
couldve, 1, 1
missed, 3, 3
agree with, 12, 10
the statement, 8, 6
statement that, 4, 3
best way, 4, 3
to travel, 7, 4
travel is, 4, 3
is with, 1, 1
with a, 21, 17
a tour, 5, 2
tour guide, 6, 2
guide most, 1, 1
most of, 6, 5
not agree, 2, 2
with this, 6, 6
this statement, 3, 3
statement as, 1, 1
they will, 8, 8
will argue, 1, 1
argue that, 1, 1
that you, 11, 7
you can, 8, 7
can become, 3, 2
become an, 2, 2
an explorer, 1, 1
explorer if, 1, 1
if you, 11, 6
you travel, 1, 1
travel without, 1, 1
without a, 6, 6
guide well, 1, 1
well this, 1, 1
this can, 2, 2
be true, 2, 2
true if, 1, 1
you are, 11, 9
are travelling, 1, 1
travelling alone, 1, 1
alone travelling, 1, 1
travelling with, 1, 1
on your, 5, 2
your hands, 1, 1
hands and, 2, 2
and travelling, 1, 1
travelling within, 1, 1
within your, 1, 1
own country, 1, 1
country but, 1, 1
but imagine, 1, 1
imagine if, 1, 1
you were, 3, 1
were to, 4, 3
to visit, 8, 8
visit a, 4, 4
a foriegn, 2, 1
foriegn land, 1, 1
land where, 1, 1
where you, 2, 2
you do, 3, 2
do not, 22, 14
not know, 5, 2
know any, 1, 1
any one, 1, 1
one you, 1, 1
you do, 2, 1
know the, 5, 2
people the, 1, 1
the customs, 1, 1
customs and, 2, 2
the traditions, 1, 1
traditions you, 1, 1
the historic, 3, 2
historic places, 1, 1
places and, 1, 1
and you, 5, 4
the directions, 1, 1
directions how, 1, 1
how can, 3, 3
can you, 2, 2
you enjoy, 1, 1
enjoy a, 4, 4
tour in, 1, 1
in which, 3, 3
which you, 2, 1
you spend, 1, 1
spend most, 1, 1
your time, 3, 2
time figuring, 1, 1
figuring out, 2, 2
out where, 1, 1
where to, 1, 1
to go, 16, 14
go and, 2, 2
and how, 7, 5
to get, 17, 14
get there, 1, 1
there travelling, 1, 1
travelling in, 1, 1
a group, 7, 5
group led, 2, 2
led by, 2, 2
guide has, 1, 1
has many, 1, 1
many other, 3, 3
other benifits, 1, 1
benifits such, 1, 1
such as, 40, 31
as meeting, 2, 2
meeting the, 1, 1
in your, 5, 2
your group, 1, 1
group who, 1, 1
who share, 1, 1
share the, 2, 2
the same, 17, 14
same interest, 1, 1
interest as, 1, 1
as yours, 1, 1
yours you, 1, 1
you can, 3, 1
can communicate, 1, 1
communicate with, 2, 2
with them, 2, 2
them and, 5, 5
and exchange, 2, 2
exchange a, 1, 1
of valuable, 1, 1
valuable information, 1, 1
information you, 1, 1
can know, 1, 1
they come, 2, 2
come from, 2, 2
and perhaps, 2, 2
perhaps they, 1, 1
they can, 15, 12
become your, 1, 1
your tour, 1, 1
tour guides, 2, 1
guides in, 1, 1
in their, 17, 12
their country, 1, 1
country and, 2, 1
same for, 1, 1
them tour, 1, 1
tour guides, 2, 1
guides know, 1, 1
the exact, 1, 1
exact history, 1, 1
history of, 4, 3
a particular, 3, 2
particular place, 1, 1
place they, 1, 1
they can, 2, 1
can take, 6, 6
take you, 1, 1
you to, 2, 2
to places, 1, 1
places which, 1, 1
you might, 2, 2
might not, 8, 6
not have, 8, 7
have an, 3, 3
an access, 1, 1
access to, 3, 3
to if, 1, 1
were travelling, 1, 1
travelling on, 1, 1
own tour, 1, 1
guides can, 1, 1
also give, 2, 2
you hints, 1, 1
hints and, 1, 1
and tips, 1, 1
tips when, 1, 1
to dealing, 1, 1
dealing with, 3, 3
the locals, 1, 1
locals they, 1, 1
can advice, 1, 1
advice you, 1, 1
you of, 2, 2
the places, 3, 3
places that, 3, 2
you should, 3, 3
should and, 1, 1
and should, 3, 3
should not, 5, 5
not go, 1, 1
go most, 1, 1
of all, 15, 14
the tour, 2, 2
guides give, 1, 1
you the, 2, 2
best return, 1, 1
return on, 2, 2
your investment, 1, 1
investment you, 1, 1
can go, 2, 2
foriegn country, 1, 1
best use, 2, 2
time by, 3, 3
by not, 1, 1
not missing, 1, 1
missing any, 1, 1
any of, 2, 2
the famous, 5, 5
famous and, 2, 2
and important, 1, 1
important places, 1, 1
you couldve, 1, 1
couldve missed, 1, 1
missed if, 1, 1
travel alone, 1, 1
young, 16, 11
seems, 9, 8
activ, 2, 1
life, 83, 35
older, 20, 4
indeed, 3, 3
present, 14, 8
old, 18, 10
wonder, 6, 6
examine, 1, 1
qrguments, 1, 1
favour, 1, 1
order, 16, 13
conclude, 6, 6
why, 4, 3
dynamic, 3, 2
fear, 10, 8
invicible, 1, 1
period, 6, 6
dreams, 2, 1
ready, 2, 2
realise, 1, 1
special, 5, 4
carrer, 1, 1
an, 3, 2
caracteristic, 1, 1
free, 15, 9
friends, 30, 16
hobbies, 1, 1
restrictions, 3, 3
discover, 7, 7
totally, 9, 9
finally, 6, 5
meet, 8, 6
now, 6, 5
younger, 2, 2
obligations, 1, 1
sometimes, 11, 11
fastidious, 1, 1
define, 4, 3
does, 32, 20
instead, 15, 13
long, 27, 22
young people, 10, 6
people seems, 1, 1
seems to, 5, 5
more activ, 2, 1
activ and, 1, 1
and to, 6, 5
spend more, 5, 5
to enjoy, 14, 5
enjoy life, 21, 4
life than, 1, 1
than older, 4, 2
older people, 11, 3
people indeed, 1, 1
indeed it, 1, 1
it seems, 3, 3
seems that, 1, 1
that young, 14, 7
young people, 49, 9
the present, 6, 3
present before, 1, 1
before getting, 1, 1
getting old, 1, 1
old but, 1, 1
but we, 1, 1
can wonder, 1, 1
wonder if, 4, 4
if young, 1, 1
people really, 3, 3
really enjoy, 3, 3
life more, 7, 6
more than, 8, 7
people do, 6, 5
do in, 1, 1
in a, 2, 2
a first, 1, 1
first part, 2, 2
part we, 1, 1
we will, 6, 5
will examine, 1, 1
examine qrguments, 1, 1
qrguments in, 1, 1
in favour, 1, 1
favour of, 1, 1
of this, 12, 12
statement then, 1, 1
then we, 1, 1
will interest, 1, 1
the older, 2, 2
in order, 12, 9
order to, 15, 12
to conclude, 1, 1
conclude on, 1, 1
on that, 1, 1
that statement, 2, 2
statement why, 1, 1
why is, 1, 1
is it, 4, 3
it thought, 2, 1
thought that, 5, 4
people enjoy, 10, 5
do the, 1, 1
the first, 6, 5
first reason, 3, 2
reason is, 5, 4
people are, 24, 17
are more, 6, 5
activ they, 1, 1
they are, 4, 3
more dynamic, 1, 1
dynamic they, 1, 1
they have, 4, 4
have no, 6, 6
no fear, 2, 2
fear because, 1, 1
because they, 7, 6
are young, 4, 1
young they, 1, 1
they feel, 1, 1
feel invicible, 1, 1
invicible they, 1, 1
are in, 5, 5
a period, 1, 1
period of, 2, 2
of their, 16, 11
their life, 3, 3
life where, 1, 1
have dreams, 1, 1
dreams and, 1, 1
and are, 2, 2
are ready, 2, 2
ready to, 2, 2
do anything, 1, 1
anything to, 1, 1
to realise, 1, 1
realise those, 1, 1
those dreams, 1, 1
dreams it, 1, 1
it can, 1, 1
be travelling, 1, 1
travelling around, 1, 1
world or, 1, 1
or doing, 2, 1
doing a, 1, 1
a special, 2, 2
special carrer, 1, 1
carrer an, 1, 1
an other, 2, 1
other caracteristic, 1, 1
caracteristic of, 1, 1
of young, 5, 4
people is, 2, 2
that they, 29, 21
more free, 2, 2
free time, 2, 2
time that, 2, 2
can spend, 2, 2
their friends, 2, 2
friends or, 2, 2
doing their, 1, 1
their hobbies, 1, 1
hobbies because, 1, 1
because they, 1, 1
young they, 1, 1
have less, 4, 3
less restrictions, 1, 1
restrictions it, 1, 1
the reason, 7, 6
reason why, 8, 6
why they, 3, 2
do what, 1, 1
they like, 3, 2
like they, 1, 1
they always, 1, 1
always find, 1, 1
find time, 1, 1
are dynamic, 1, 1
dynamic an, 1, 1
other reason, 1, 1
they enjoy, 1, 1
life is, 4, 4
they discover, 2, 2
discover life, 1, 1
life since, 1, 1
since they, 1, 1
young a, 1, 1
a lot, 2, 2
things are, 1, 1
are totally, 1, 1
totally new, 2, 2
them finally, 1, 1
finally people, 1, 1
people meet, 1, 1
meet their, 1, 1
their best, 1, 1
best friends, 1, 1
friends as, 1, 1
young now, 1, 1
now why, 1, 1
why is, 1, 1
that older, 2, 1
life less, 1, 1
less than, 1, 1
than younger, 1, 1
younger people, 1, 1
people the, 2, 2
of obligations, 1, 1
obligations such, 1, 1
as a, 29, 26
job a, 1, 1
family children, 1, 1
children all, 1, 1
all those, 1, 1
those things, 1, 1
things take, 1, 1
take a, 9, 9
and became, 2, 2
became sometimes, 1, 1
sometimes fastidious, 1, 1
fastidious but, 1, 1
but the, 3, 3
the matter, 1, 1
matter is, 1, 1
is to, 17, 15
to define, 2, 2
define what, 1, 1
what does, 1, 1
does enjoy, 1, 1
life mean, 1, 1
mean in, 1, 1
opinion young, 1, 1
present instead, 1, 1
instead older, 1, 1
enjoy on, 1, 1
a long, 8, 7
long time, 4, 4
pick, 8, 6
“everyone, 7, 5
beautiful, 4, 4
respect, 6, 6
others, 6, 6
&amp, 9, 9
be, 12, 12
yourself”, 2, 2
summer, 12, 11
reading, 12, 10
assignment, 2, 2
according, 6, 6
name, 1, 1
book, 81, 18
assume, 2, 2
confidence, 7, 5
learning, 14, 8
accept, 3, 2
others, 61, 28
face, 15, 12
relationship, 3, 3
didn’t, 18, 12
self-esteem, 3, 2
self-esteem, 1, 1
toughest, 1, 1
grow, 9, 6
person’s, 2, 2
head, 11, 11
yet, 6, 4
lack, 12, 11
element, 1, 1
lost, 6, 6
respect, 25, 12
toward, 11, 7
yourself, 4, 3
becoming, 1, 1
cynical, 1, 1
lonesome, 1, 1
edge, 1, 1
worries, 2, 2
ways, 17, 15
stop, 11, 9
blizzard, 1, 1
ourself, 1, 1
kid, 4, 3
over-weight, 1, 1
shy, 3, 2
funny-looking, 1, 1
kids, 3, 2
wasn’t, 9, 7
funny, 3, 3
bullied, 1, 1
anyone’s, 1, 1
team, 5, 4
left-out, 1, 1
gradually, 1, 1
refused, 2, 2
seemed, 8, 7
cold, 4, 3
ignorant, 2, 2
petrified, 1, 1
showing, 4, 4
teased, 1, 1
pretty, 8, 8
faces, 3, 3
situation, 12, 11
lasted, 1, 1
due, 20, 19
judged, 2, 1
not, 10, 10
senior, 6, 6
did, 25, 17
slim, 1, 1
down, 31, 24
side, 9, 9
learned, 16, 14
able, 17, 16
despite, 5, 5
still, 31, 27
strives, 1, 1
value, 5, 4
hope, 10, 9
figure, 2, 2
brings, 4, 3
peace, 3, 3
remedy, 1, 1
once-broken, 1, 1
soul, 4, 3
guess, 5, 5
we’ll, 1, 1
read, 13, 12
would pick, 1, 1
pick “everyone, 1, 1
“everyone is, 6, 4
is beautiful, 4, 4
beautiful respect, 4, 4
respect others, 6, 6
others &amp, 5, 5
&amp be, 5, 5
be yourself”, 2, 2
yourself” as, 1, 1
as my, 3, 3
my summer, 2, 2
summer reading, 2, 2
reading assignment, 1, 1
assignment according, 1, 1
according to, 6, 6
the name, 1, 1
name of, 1, 1
the book, 30, 14
book i, 10, 7
i assume, 2, 2
assume it’s, 1, 1
it’s about, 1, 1
about confidence, 1, 1
confidence and, 2, 2
and learning, 4, 4
learning to, 2, 2
to accept, 2, 2
accept others, 1, 1
others as, 2, 2
are one, 1, 1
would face, 1, 1
face problems, 1, 1
in any, 2, 2
any relationship, 1, 1
relationship when, 1, 1
when he, 6, 4
he or, 2, 2
or she, 2, 2
she didn’t, 2, 2
didn’t have, 3, 3
have self-esteem, 1, 1
self-esteem self-esteem, 1, 1
self-esteem though, 1, 1
though as, 1, 1
as simple, 3, 3
simple as, 3, 3
as it, 5, 5
it sounds, 1, 1
sounds might, 1, 1
might be, 4, 4
be the, 15, 14
the toughest, 1, 1
toughest thing, 1, 1
thing to, 2, 2
to grow, 2, 2
grow in, 1, 1
a person’s, 2, 2
person’s head, 1, 1
head yet, 1, 1
yet when, 1, 1
you lack, 1, 1
lack of, 9, 8
this element, 1, 1
element you, 1, 1
you lost, 1, 1
lost the, 1, 1
the respect, 1, 1
respect toward, 2, 2
toward yourself, 1, 1
yourself and, 1, 1
and sometimes, 2, 2
sometimes toward, 1, 1
toward others, 1, 1
others becoming, 1, 1
becoming cynical, 1, 1
cynical and, 1, 1
and lonesome, 1, 1
lonesome on, 1, 1
the edge, 1, 1
edge of, 1, 1
society is, 2, 2
the last, 5, 5
last thing, 2, 2
thing anyone, 1, 1
anyone wants, 1, 1
wants but, 1, 1
but no, 1, 1
no worries, 1, 1
worries the, 1, 1
the book, 7, 6
book just, 1, 1
just might, 1, 1
might show, 1, 1
show us, 1, 1
us ways, 1, 1
ways to, 9, 9
to stop, 4, 4
stop the, 2, 2
the blizzard, 1, 1
blizzard and, 1, 1
help us, 4, 3
us to, 9, 8
to love, 4, 2
love ourself, 1, 1
ourself the, 1, 1
the way, 13, 12
way we, 2, 2
we are, 14, 13
are as, 1, 1
well as, 9, 8
as other, 1, 1
other people, 4, 4
people as, 1, 1
as a, 13, 12
a kid, 1, 1
kid i, 1, 1
was over-weight, 1, 1
over-weight and, 1, 1
and shy, 1, 1
shy being, 1, 1
being funny-looking, 1, 1
funny-looking to, 1, 1
to other, 5, 5
other kids, 1, 1
kids wasn’t, 1, 1
wasn’t funny, 1, 1
funny at, 1, 1
at all, 7, 7
all i, 3, 3
was bullied, 1, 1
bullied at, 1, 1
at school, 7, 5
and was, 7, 6
was never, 1, 1
never the, 1, 1
the first, 17, 16
first pick, 1, 1
pick to, 1, 1
on anyone’s, 1, 1
anyone’s team, 1, 1
team i, 1, 1
was the, 8, 6
the left-out, 1, 1
left-out gradually, 1, 1
gradually though, 1, 1
i refused, 1, 1
refused to, 1, 1
believe the, 5, 5
world seemed, 1, 1
seemed cold, 1, 1
cold and, 1, 1
and ignorant, 1, 1
ignorant i, 1, 1
was petrified, 1, 1
petrified of, 1, 1
of showing, 2, 2
showing up, 1, 1
up at, 2, 2
school just, 1, 1
just to, 2, 2
be teased, 1, 1
teased around, 1, 1
around by, 1, 1
by the, 31, 26
the kids, 1, 1
kids with, 1, 1
with pretty, 1, 1
pretty faces, 1, 1
faces the, 1, 1
the situation, 2, 2
situation lasted, 1, 1
lasted for, 1, 1
years i, 2, 2
i never, 4, 4
never made, 2, 2
made any, 1, 1
any friend, 1, 1
friend due, 1, 1
due to, 20, 19
the fact, 22, 20
fact that, 23, 20
i judged, 2, 1
judged people, 1, 1
people as, 1, 1
as hard, 2, 2
hard as, 2, 2
judged myself, 1, 1
myself due, 1, 1
the lack, 3, 3
of self-esteem, 1, 1
self-esteem not, 1, 1
not until, 2, 2
until senior, 1, 1
senior high, 2, 2
high school, 8, 7
school did, 1, 1
did i, 2, 2
i slim, 1, 1
slim down, 1, 1
down and, 3, 3
finally return, 1, 1
return to, 1, 1
the bright, 1, 1
bright side, 1, 1
side of, 4, 4
world i, 2, 2
i learned, 4, 4
learned how, 3, 3
how important, 1, 1
important it, 1, 1
love yourself, 1, 1
yourself to, 1, 1
be able, 4, 4
able to, 17, 16
love others, 1, 1
others despite, 1, 1
despite a, 1, 1
a part, 3, 3
part of, 11, 9
of me, 1, 1
me still, 1, 1
still strives, 1, 1
strives to, 1, 1
believe this, 4, 4
this value, 1, 1
value i, 2, 2
i hope, 5, 4
hope to, 2, 2
to figure, 2, 2
figure it, 1, 1
it all, 2, 2
all out, 1, 1
out while, 1, 1
while reading, 1, 1
reading this, 2, 2
this book, 25, 12
hope it, 1, 1
it brings, 1, 1
brings me, 3, 2
me peace, 1, 1
peace and, 1, 1
and remedy, 1, 1
remedy to, 1, 1
my once-broken, 1, 1
once-broken soul, 1, 1
soul “everyone, 1, 1
is beautiful, 4, 4
beautiful ”, 2, 2
” i, 3, 2
i guess, 3, 3
guess we’ll, 1, 1
we’ll all, 1, 1
all read, 1, 1
read it, 1, 1
it to, 7, 6
believe it, 4, 4
energetic, 2, 2
driven, 2, 2
talents, 4, 2
meaningfully, 1, 1
expected, 3, 3
enthusiastic, 3, 3
giving, 7, 6
raised, 1, 1
actions, 6, 5
constitute, 1, 1
helping, 12, 5
voluntary, 1, 1
non-profit, 1, 1
organizations, 1, 1
easiest, 2, 2
answer, 6, 6
small, 1, 1
acts, 2, 2
kindness, 5, 4
-, 12, 6
citizen, 5, 4
cross, 8, 7
cited, 1, 1
serve, 4, 3
paid, 2, 2
unpaid, 1, 1
right, 23, 21
intentions, 1, 1
count, 1, 1
having, 3, 3
nowadays, 7, 7
devote, 2, 2
communities, 12, 6
regrettably, 1, 1
lacking, 2, 2
personally, 6, 6
few, 14, 13
hour, 4, 4
uninterested, 1, 1
welfare, 2, 2
fellow, 1, 1
citizens, 4, 4
neither, 3, 2
point, 19, 13
serving, 3, 3
fail, 8, 5
beyond, 4, 4
themselves, 24, 20
large, 2, 2
educated, 3, 3
vague, 1, 1
involving, 1, 1
distractions, 3, 2
prevent, 4, 4
devoting, 1, 1
peer, 1, 1
pressure, 5, 4
mass, 8, 3
media, 7, 6
pop, 1, 1
culture, 18, 8
teach, 9, 7
concentrate, 1, 1
materialistic, 1, 1
pity, 1, 1
lead, 10, 10
away, 11, 9
exercising, 1, 1
civic, 1, 1
impractical, 1, 1
service, 5, 2
performance, 3, 3
isnt, 1, 1
satisfactory, 1, 1
monetary, 1, 1
pay, 8, 7
inevitably, 1, 1
payment, 1, 1
form, 3, 3
points, 7, 6
academic, 5, 5
scheme, 1, 1
impressive, 3, 3
mention, 4, 4
resume, 2, 2
award, 1, 1
outstanding, 7, 6
intent, 2, 2
superficial, 3, 3
rewards, 2, 2
follows, 2, 2
extent, 7, 7
moreover, 6, 6
diminish, 1, 1
quickly, 9, 9
course, 4, 4
situations, 8, 7
certainly, 6, 6
understandable, 2, 2
activities, 26, 11
students, 1, 1
studies, 3, 2
priorities, 1, 1
general, 4, 4
seek, 3, 3
excitement, 2, 2
experiences, 11, 9
entitled, 2, 2
level, 3, 3
self-centeredness, 1, 1
pursuing, 1, 1
wild, 3, 3
creative, 3, 2
lend, 1, 1
innovations, 2, 2
accordingly, 2, 2
deeper, 1, 1
understanding, 7, 5
exists, 1, 1
measure, 2, 2
contribution, 1, 1
hardly, 5, 5
involves, 2, 2
awareness, 2, 2
are energetic, 1, 1
energetic and, 1, 1
and driven, 1, 1
driven so, 1, 1
a responsibility, 3, 2
responsibility to, 2, 2
use their, 1, 1
their talents, 2, 1
talents meaningfully, 1, 1
meaningfully it, 1, 1
is expected, 1, 1
expected that, 1, 1
they be, 1, 1
be enthusiastic, 1, 1
enthusiastic about, 1, 1
about giving, 1, 1
giving back, 1, 1
the community, 4, 1
community that, 1, 1
that raised, 1, 1
raised them, 1, 1
them but, 1, 1
but what, 1, 1
what actions, 1, 1
actions constitute, 1, 1
constitute helping, 1, 1
helping our, 2, 1
community voluntary, 1, 1
voluntary work, 1, 1
work at, 2, 2
at non-profit, 1, 1
non-profit organizations, 1, 1
organizations seems, 1, 1
the easiest, 2, 2
easiest answer, 1, 1
answer small, 1, 1
small acts, 1, 1
acts of, 1, 1
of kindness, 1, 1
kindness -, 1, 1
- like, 1, 1
like helping, 1, 1
helping a, 1, 1
a senior, 4, 4
senior citizen, 2, 2
citizen cross, 1, 1
cross the, 3, 3
road -, 1, 1
- are, 1, 1
are often, 3, 3
often cited, 1, 1
cited as, 1, 1
as ways, 1, 1
ways for, 1, 1
people to, 8, 8
to serve, 1, 1
serve the, 1, 1
community i, 2, 2
that any, 1, 1
any work, 1, 1
work -, 1, 1
- paid, 1, 1
paid or, 1, 1
or unpaid, 1, 1
unpaid -, 1, 1
- done, 1, 1
done for, 1, 1
the right, 4, 4
right intentions, 1, 1
intentions should, 1, 1
should count, 1, 1
count as, 1, 1
as helping, 1, 1
community having, 1, 1
having said, 1, 1
said that, 4, 4
the amount, 2, 2
time young, 1, 1
people nowadays, 2, 2
nowadays devote, 1, 1
devote to, 1, 1
to their, 11, 11
their communities, 8, 3
communities is, 1, 1
is regrettably, 1, 1
regrettably lacking, 1, 1
lacking i, 1, 1
i personally, 6, 6
personally know, 1, 1
know a, 1, 1
a few, 11, 11
few young, 1, 1
people who, 17, 15
who have, 3, 3
have never, 3, 3
never done, 1, 1
done an, 1, 1
an hour, 2, 2
hour of, 1, 1
of voluntary, 1, 1
voluntary work, 2, 1
work in, 1, 1
their lives, 7, 5
lives not, 1, 1
not only, 2, 2
only are, 1, 1
are they, 1, 1
they uninterested, 1, 1
uninterested in, 1, 1
the welfare, 1, 1
welfare of, 1, 1
their fellow, 1, 1
fellow citizens, 1, 1
citizens neither, 1, 1
neither do, 1, 1
do they, 1, 1
they see, 2, 2
see any, 1, 1
any point, 1, 1
point in, 2, 2
in serving, 1, 1
serving their, 1, 1
members or, 2, 2
or friends, 1, 1
friends since, 1, 1
since they, 2, 2
they fail, 1, 1
fail to, 3, 3
to see, 16, 14
see beyond, 1, 1
beyond themselves, 1, 1
themselves there, 1, 1
no hope, 1, 1
hope that, 5, 5
give any, 1, 1
any time, 2, 2
help the, 2, 2
community at, 1, 1
at large, 1, 1
large most, 1, 1
most educated, 1, 1
educated young, 1, 1
a vague, 1, 1
vague sense, 1, 1
of responsibility, 4, 4
responsibility involving, 1, 1
involving their, 1, 1
communities but, 1, 1
but there, 3, 3
there are, 12, 9
are so, 5, 4
so many, 10, 8
many distractions, 2, 1
distractions that, 1, 1
that prevent, 1, 1
prevent them, 2, 2
them from, 2, 2
from devoting, 1, 1
devoting time, 1, 1
it peer, 1, 1
peer pressure, 1, 1
pressure new, 1, 1
new technology, 2, 2
technology the, 2, 2
the mass, 1, 1
mass media, 1, 1
media and, 1, 1
and pop, 1, 1
pop culture, 1, 1
culture simply, 1, 1
simply teach, 1, 1
teach them, 1, 1
them all, 2, 2
all to, 1, 1
to concentrate, 1, 1
concentrate on, 1, 1
on themselves, 1, 1
themselves and, 3, 3
and try, 3, 3
try to, 11, 10
to live, 8, 7
live a, 2, 2
a happy, 5, 4
happy materialistic, 1, 1
materialistic life, 1, 1
life it, 1, 1
a pity, 1, 1
pity since, 1, 1
since so, 1, 1
many young, 3, 2
are lead, 1, 1
lead away, 1, 1
away from, 5, 5
from exercising, 1, 1
exercising their, 1, 1
their civic, 1, 1
civic responsibility, 1, 1
responsibility no, 1, 1
no matter, 5, 3
matter how, 4, 2
are told, 1, 1
told by, 1, 1
by parents, 1, 1
parents to, 3, 3
help their, 3, 3
their community, 2, 2
community it, 1, 1
is impractical, 1, 1
impractical if, 1, 1
if there, 4, 4
distractions in, 1, 1
lives many, 1, 1
many young, 2, 2
do a, 2, 2
small part, 1, 1
in helping, 5, 4
helping the, 2, 2
community by, 1, 1
doing community, 1, 1
community service, 1, 1
service however, 1, 1
however performance, 1, 1
performance isnt, 1, 1
isnt satisfactory, 1, 1
satisfactory either, 1, 1
either even, 1, 1
if they, 10, 10
doing voluntary, 1, 1
work for, 1, 1
for no, 1, 1
no monetary, 1, 1
monetary pay, 1, 1
pay many, 1, 1
are inevitably, 1, 1
inevitably waiting, 1, 1
for payment, 1, 1
payment in, 1, 1
in some, 7, 6
some other, 2, 2
other form, 1, 1
form -, 1, 1
- points, 1, 1
points for, 1, 1
for an, 3, 3
an academic, 2, 2
academic scheme, 1, 1
scheme an, 1, 1
an impressive, 2, 2
impressive mention, 1, 1
mention in, 1, 1
their resume, 1, 1
resume or, 1, 1
or an, 2, 2
an award, 1, 1
award for, 1, 1
for outstanding, 1, 1
outstanding service, 1, 1
service if, 1, 1
if they, 1, 1
are intent, 1, 1
intent on, 1, 1
on these, 1, 1
these superficial, 1, 1
superficial rewards, 1, 1
rewards what, 1, 1
what follows, 1, 1
follows is, 1, 1
the extent, 2, 2
extent of, 1, 1
their help, 2, 2
help will, 1, 1
will not, 9, 8
