word, tf, idf
from customers, 1, 1
customers as, 1, 1
as a, 3, 3
a result, 2, 2
result for, 1, 1
for that, 1, 1
that products, 1, 1
products seem, 3, 3
seem much, 4, 3
much better, 4, 3
better in, 1, 1
the advertisment, 2, 1
advertisment for, 1, 1
for me, 1, 1
me advertisments, 1, 1
advertisments make, 1, 1
make products, 3, 3
products look, 1, 1
look more, 1, 1
more better, 1, 1
than it, 1, 1
is by, 1, 1
by using, 1, 1
using famous, 1, 1
famous people, 1, 1
people such, 1, 1
as players, 1, 1
players singers, 1, 1
singers and, 1, 1
and artists, 1, 1
artists and, 1, 1
and that, 2, 2
that dont, 1, 1
dont make, 1, 1
make the, 4, 3
the product, 8, 3
product good, 1, 1
or usefull, 1, 1
usefull therefore, 1, 1
therefore my, 1, 1
my opinon, 1, 1
opinon to, 1, 1
to see, 1, 1
see if, 1, 1
or not, 1, 1
not is, 1, 1
is to, 2, 2
to ask, 1, 1
ask people, 1, 1
who use, 1, 1
use it, 1, 1
it if, 1, 1
if a, 2, 2
a famoues, 1, 1
famoues player, 1, 1
player wear, 1, 1
wear a, 1, 1
a certain, 5, 2
certain shoes, 1, 1
shoes or, 1, 1
or singer, 1, 1
singer eat, 1, 1
eat in, 1, 1
a restrunt, 1, 1
restrunt for, 1, 1
for advertise, 1, 1
advertise they, 1, 1
they dont, 3, 2
dont do, 1, 1
that because, 1, 1
because its, 1, 1
its good, 1, 1
great because, 1, 1
because they, 4, 3
they earn, 1, 1
earn money, 2, 2
from it, 3, 2
it you, 1, 1
you cant, 1, 1
cant make, 1, 1
make a, 3, 3
a decison, 1, 1
decison untill, 1, 1
untill you, 1, 1
you try, 1, 1
try it, 1, 1
it or, 1, 1
or ask, 1, 1
ask about, 1, 1
about it, 2, 2
it but, 1, 1
but if, 1, 1
advertisment show, 1, 1
show some, 1, 1
some facts, 1, 1
facts aout, 1, 1
aout the, 1, 1
product or, 1, 1
or record, 1, 1
record some, 1, 1
some of, 1, 1
of observatio, 1, 1
nowadays, 6, 4
give, 9, 7
helping, 4, 2
communities, 7, 2
spend, 9, 6
must, 11, 6
studying, 2, 2
grade, 1, 1
well-known, 1, 1
university, 2, 2
also, 4, 4
comunicating, 1, 1
hestate, 1, 1
meet, 2, 1
occures, 1, 1
longer, 2, 2
talk, 4, 3
neibour, 1, 1
did, 2, 2
there, 5, 4
community, 1, 1
opportunity, 3, 2
visiting, 1, 1
house, 1, 1
were, 8, 4
eldery, 1, 1
two, 7, 7
attended, 2, 2
rest, 3, 3
come, 2, 2
afraid, 4, 2
intrested, 1, 1
school, 3, 3
join, 1, 1
exam, 1, 1
adult, 1, 1
encourage, 1, 1
strongly agree, 1, 1
that young, 2, 1
young people, 19, 5
people nowadays, 5, 3
nowadays do, 1, 1
not give, 1, 1
give enough, 2, 2
enough time, 2, 2
time for, 2, 2
for helping, 1, 1
helping their, 2, 2
their communities, 3, 2
communities on, 1, 1
on of, 1, 1
the reason, 6, 3
reason is, 3, 2
they do, 1, 1
not have, 3, 2
have time, 1, 1
to spend, 2, 2
spend time, 1, 1
time on, 9, 6
on those, 1, 1
those things, 1, 1
things they, 1, 1
they must, 1, 1
must spend, 1, 1
spend most, 1, 1
most of, 3, 3
their time, 1, 1
on studying, 1, 1
studying in, 1, 1
get good, 1, 1
good grade, 1, 1
grade and, 1, 1
and go, 1, 1
go to, 2, 2
to well-known, 1, 1
well-known university, 1, 1
university also, 1, 1
also young, 1, 1
nowadays are, 2, 1
are not, 7, 5
not good, 1, 1
good at, 2, 2
at comunicating, 1, 1
comunicating with, 1, 1
with others, 4, 3
others and, 1, 1
and are, 1, 1
are hestate, 1, 1
hestate to, 1, 1
to meet, 2, 1
meet new, 1, 1
new people, 2, 1
people it, 1, 1
it occures, 1, 1
occures as, 1, 1
as people, 1, 1
people no, 1, 1
no longer, 2, 2
longer talk, 1, 1
talk with, 2, 1
with neibour, 1, 1
neibour as, 1, 1
as much, 3, 3
much as, 3, 3
as we, 4, 3
we did, 1, 1
did before, 1, 1
before there, 1, 1
there is, 1, 1
is one, 2, 2
one example, 1, 1
example in, 3, 3
my community, 1, 1
community there, 1, 1
there was, 1, 1
was an, 2, 1
an opportunity, 3, 2
opportunity visiting, 1, 1
visiting a, 1, 1
a house, 1, 1
house which, 1, 1
which were, 1, 1
were for, 1, 1
for eldery, 1, 1
eldery people, 1, 1
people to, 4, 3
the communities, 2, 1
communities it, 1, 1
it was, 2, 2
opportunity only, 1, 1
only for, 2, 2
for children, 1, 1
children but, 1, 1
but there, 2, 2
there were, 1, 1
were only, 1, 1
only two, 1, 1
two people, 1, 1
people attended, 1, 1
attended the, 1, 1
the reason, 2, 2
reason why, 4, 4
why rest, 1, 1
rest didnt, 1, 1
didnt come, 1, 1
come was, 1, 1
was that, 1, 1
they were, 1, 1
were afraid, 1, 1
afraid to, 2, 2
meet and, 1, 1
and talk, 1, 1
with new, 2, 2
people the, 1, 1
the other, 1, 1
other reason, 1, 1
not intrested, 1, 1
intrested in, 1, 1
in helping, 1, 1
helping communities, 2, 1
communities school, 1, 1
school does, 1, 1
not teach, 1, 1
teach how, 1, 1
how important, 1, 1
important it, 2, 2
to help, 3, 2
help the, 3, 3
communities and, 1, 1
and join, 1, 1
join the, 1, 1
the activities, 1, 1
activities they, 1, 1
they only, 1, 1
only teach, 1, 1
teach things, 1, 1
things that, 3, 3
that the, 11, 8
students need, 1, 1
for exam, 1, 1
exam adult, 1, 1
adult should, 1, 1
should encourage, 1, 1
encourage young, 1, 1
to give, 2, 2
give more, 1, 1
more time, 1, 1
on helping, 1, 1
harmony, 1, 1
environment, 7, 4
keep, 9, 8
sound, 1, 1
increasingly, 1, 1
necessitating, 1, 1
approaches, 2, 2
achieve, 1, 1
government, 1, 1
set, 4, 3
stages, 1, 1
preserving, 1, 1
nature, 4, 1
avoiding, 2, 2
advancing, 2, 2
three, 1, 1
available, 3, 3
fund, 5, 2
energy, 12, 3
preserve, 2, 1
place, 6, 2
enforce, 1, 1
law, 2, 1
air, 1, 1
water, 2, 2
pollution, 2, 2
among, 1, 1
preserve, 1, 1
effective, 1, 1
viable, 1, 1
presence, 2, 2
like, 25, 11
solar, 1, 1
tide, 1, 1
wind, 1, 1
could, 8, 7
solution, 4, 3
decline, 3, 2
oil, 5, 4
gas, 4, 2
limit, 1, 1
research, 13, 4
remain, 1, 1
unfeasible, 1, 1
a, 9, 7
amount, 6, 4
necessary, 1, 1
develop, 2, 2
inevitably, 1, 1
restrict, 1, 1
agriculture, 3, 2
economy, 6, 5
military, 1, 1
such, 1, 1
investment, 1, 1
burden, 3, 3
developing, 3, 3
country, 4, 4
struggles, 1, 1
funding, 1, 1
department, 3, 3
factors, 1, 1
climate, 1, 1
dramatically, 1, 1
impact, 2, 2
effect, 11, 5
support, 4, 4
depended, 2, 2
unstable, 1, 1
seasons, 1, 1
days, 1, 1
maximum, 1, 1
power, 3, 3
green, 1, 1
big, 4, 4
fossil, 1, 1
fuel, 3, 2
utilized, 1, 1
enforcing, 1, 1
laws, 3, 1
companies, 7, 2
polluting, 2, 2
circumstance, 1, 1
ecology, 6, 2
strict, 2, 1
aiming, 1, 1
forced, 2, 2
increase, 5, 4
reducing, 2, 2
recycling, 1, 1
waste, 2, 2
ensuing, 1, 1
profit, 2, 2
cuts, 1, 1
down, 1, 1
unwilling, 1, 1
adopt, 1, 1
illicit, 1, 1
eluding, 1, 1
punishment, 2, 2
ecological, 1, 1
moreover, 3, 3
abroad, 1, 1
imminent, 2, 2
government, 1, 1
suffers, 1, 1
development, 7, 6
preservation, 2, 2
natural, 4, 2
protection, 2, 2
native, 1, 1
animals, 3, 1
feasible, 3, 3
protect, 3, 2
little, 1, 1
bad, 3, 3
policy, 1, 1
negative, 3, 2
by-product, 1, 1
produced, 2, 2
meanwhile, 6, 5
extinction, 1, 1
urgency, 1, 1
species, 1, 1
alive, 1, 1
perspectives, 4, 4
sustainable, 1, 1
preservation, 1, 1
event, 9, 3
all, 2, 2
benefits, 4, 3
nonetheless, 2, 2
-, 3, 2
places, 1, 1
forests, 1, 1
time-limited, 1, 1
implemented, 1, 1
learning to, 1, 1
in harmony, 1, 1
harmony with, 1, 1
with environment, 1, 1
environment and, 1, 1
and keep, 1, 1
keep it, 1, 1
it sound, 1, 1
sound is, 1, 1
is increasingly, 1, 1
increasingly important, 1, 1
important necessitating, 1, 1
necessitating new, 1, 1
new approaches, 1, 1
approaches to, 1, 1
to achieve, 1, 1
achieve government, 1, 1
government set, 1, 1
set several, 1, 1
several stages, 1, 1
stages for, 1, 1
for preserving, 1, 1
preserving the, 1, 1
the nature, 1, 1
nature and, 1, 1
and avoiding, 1, 1
avoiding the, 1, 1
the advancing, 2, 2
advancing damage, 1, 1
damage to, 2, 1
the surroundings, 1, 1
surroundings three, 1, 1
three possible, 1, 1
possible methods, 1, 1
methods are, 1, 1
are available, 1, 1
available fund, 1, 1
fund for, 1, 1
for alternative, 1, 1
alternative energy, 2, 1
energy preserve, 1, 1
preserve nature, 1, 1
nature place, 2, 1
place and, 2, 1
and enforce, 1, 1
enforce the, 1, 1
the law, 1, 1
law related, 1, 1
to air, 1, 1
air and, 1, 1
and water, 2, 2
water pollution, 1, 1
pollution among, 1, 1
among these, 1, 1
methods preserve, 1, 1
preserve nature, 1, 1
place may, 1, 1
the most, 10, 8
most effective, 1, 1
effective and, 1, 1
and viable, 1, 1
viable one, 1, 1
one for, 1, 1
reasons the, 1, 1
the presence, 1, 1
presence of, 2, 2
the alternative, 1, 1
energy like, 1, 1
like solar, 1, 1
solar tide, 1, 1
tide and, 1, 1
and wind, 1, 1
wind could, 1, 1
could be, 3, 3
a solution, 1, 1
solution to, 1, 1
the decline, 2, 1
decline in, 2, 1
in oil, 1, 1
oil and, 2, 2
and gas, 1, 1
gas however, 1, 1
however with, 1, 1
the limit, 1, 1
limit of, 1, 1
of money, 10, 3
money and, 2, 2
and location, 1, 1
location the, 1, 1
the research, 2, 2
research may, 1, 1
may remain, 1, 1
remain unfeasible, 1, 1
unfeasible a, 1, 1
a great, 1, 1
great amount, 1, 1
amount of, 6, 4
money is, 4, 3
is necessary, 1, 1
necessary to, 1, 1
to develop, 1, 1
develop such, 1, 1
such research, 1, 1
research thus, 1, 1
thus inevitably, 1, 1
inevitably restrict, 1, 1
restrict to, 1, 1
to fund, 1, 1
fund in, 2, 1
in agriculture, 1, 1
agriculture economy, 1, 1
economy and, 1, 1
and military, 1, 1
military such, 1, 1
such investment, 1, 1
investment is, 1, 1
a burden, 1, 1
burden on, 1, 1
a developing, 1, 1
developing country, 1, 1
country which, 1, 1
which struggles, 1, 1
struggles for, 1, 1
for funding, 1, 1
funding in, 1, 1
in every, 1, 1
every department, 1, 1
department besides, 1, 1
the factors, 1, 1
factors of, 1, 1
of climate, 1, 1
climate dramatically, 1, 1
dramatically impact, 1, 1
impact the, 1, 1
the effect, 6, 4
effect of, 5, 3
of research, 1, 1
research the, 2, 2
the energy, 1, 1
energy support, 1, 1
support depended, 1, 1
depended on, 2, 2
on nature, 1, 1
nature is, 1, 1
is unstable, 1, 1
unstable because, 1, 1
because only, 1, 1
only on, 1, 1
on certain, 1, 1
certain seasons, 1, 1
seasons or, 1, 1
or days, 1, 1
days can, 1, 1
can maximum, 1, 1
maximum the, 1, 1
the power, 2, 2
power of, 2, 2
these green, 1, 1
green energy, 1, 1
energy in, 1, 1
in other, 2, 2
other situation, 1, 1
the result, 2, 2
result is, 1, 1
limited a, 1, 1
a big, 1, 1
big amount, 1, 1
of fossil, 1, 1
fossil fuel, 1, 1
fuel still, 1, 1
still utilized, 1, 1
utilized enforcing, 1, 1
enforcing laws, 1, 1
laws to, 1, 1
to control, 1, 1
control companies, 1, 1
companies from, 1, 1
from polluting, 1, 1
polluting may, 1, 1
may also, 1, 1
also result, 1, 1
result in, 2, 2
a circumstance, 1, 1
circumstance that, 1, 1
that doesn, 1, 1
benefit the, 1, 1
the ecology, 2, 2
ecology as, 1, 1
as strict, 1, 1
strict a, 1, 1
a law, 1, 1
law aiming, 1, 1
aiming at, 1, 1
at ecology, 1, 1
ecology is, 1, 1
is set, 1, 1
set the, 1, 1
the companies, 2, 1
companies are, 1, 1
are forced, 1, 1
forced to, 2, 2
to increase, 3, 2
increase the, 3, 2
the fund, 2, 2
in reducing, 1, 1
reducing and, 1, 1
and recycling, 1, 1
recycling the, 1, 1
the waste, 1, 1
waste in, 1, 1
the ensuing, 1, 1
ensuing situation, 1, 1
the profit, 1, 1
profit of, 1, 1
the companies, 1, 1
companies cuts, 1, 1
cuts down, 1, 1
down the, 1, 1
companies unwilling, 1, 1
unwilling to, 1, 1
to pay, 1, 1
pay for, 1, 1
for ecology, 2, 1
ecology adopt, 1, 1
adopt illicit, 1, 1
illicit activities, 1, 1
activities for, 1, 1
purpose of, 2, 2
of eluding, 1, 1
eluding the, 1, 1
the punishment, 1, 1
punishment of, 1, 1
of strict, 1, 1
strict ecological, 1, 1
ecological laws, 1, 1
laws leading, 1, 1
a potential, 1, 1
potential damage, 1, 1
damage moreover, 1, 1
moreover some, 1, 1
some companies, 1, 1
companies move, 1, 1
move abroad, 1, 1
abroad when, 1, 1
when the, 2, 2
the laws, 1, 1
laws are, 1, 1
are imminent, 1, 1
imminent the, 1, 1
the government, 1, 1
government suffers, 1, 1
suffers from, 1, 1
in economic, 1, 1
economic development, 2, 2
development the, 1, 1
the preservation, 1, 1
preservation of, 1, 1
the natural, 2, 1
natural place, 2, 1
the protection, 1, 1
protection of, 1, 1
of native, 1, 1
native animals, 1, 1
animals are, 1, 1
most feasible, 1, 1
feasible way, 1, 1
to protect, 2, 2
protect the, 2, 1
the environment, 4, 3
environment little, 1, 1
little fund, 1, 1
fund and, 1, 1
and few, 1, 1
few bad, 1, 1
bad influences, 1, 1
influences on, 1, 1
on companies, 1, 1
companies make, 1, 1
make this, 1, 1
this policy, 1, 1
policy more, 1, 1
reliable with, 1, 1
with little, 1, 1
no negative, 1, 1
negative by-product, 1, 1
by-product produced, 1, 1
produced meanwhile, 1, 1
meanwhile the, 2, 2
the extinction, 1, 1
extinction of, 1, 1
of animals, 1, 1
animals is, 1, 1
is an, 9, 6
irreversible damage, 1, 1
to our, 2, 2
our surroundings, 1, 1
surroundings it, 1, 1
an urgency, 1, 1
urgency to, 1, 1
to keep, 4, 4
keep a, 1, 1
a species, 1, 1
species alive, 1, 1
alive in, 1, 1
the perspectives, 1, 1
perspectives of, 1, 1
the sustainable, 1, 1
sustainable development, 1, 1
development preservation, 1, 1
preservation of, 1, 1
of natural, 1, 1
place is, 1, 1
most important, 5, 5
important event, 1, 1
event we, 1, 1
we should, 2, 2
should do, 1, 1
do all, 1, 1
all of, 2, 2
the three, 1, 1
three methods, 1, 1
methods deal, 1, 1
deal great, 1, 1
great benefits, 1, 1
benefits for, 1, 1
ecology in, 1, 1
in different, 1, 1
different aspects, 1, 1
aspects nonetheless, 1, 1
nonetheless the, 2, 2
the second, 1, 1
second method, 1, 1
method -, 1, 1
- preserve, 1, 1
preserve the, 1, 1
natural places, 1, 1
places like, 1, 1
like forests, 1, 1
forests and, 1, 1
and protect, 1, 1
the animals, 1, 1
animals that, 1, 1
that live, 1, 1
live there, 1, 1
there -, 1, 1
- is, 1, 1
a proper, 1, 1
proper and, 1, 1
and time-limited, 1, 1
time-limited idea, 1, 1
idea that, 1, 1
that should, 1, 1
be implemented, 1, 1
implemented first, 1, 1
sentence, 1, 1
young, 2, 2
enjoy, 6, 4
older, 7, 2
active, 2, 1
alot, 1, 1
sports, 14, 3
listening, 2, 1
music, 3, 2
dancing, 1, 1
singing, 1, 1
song, 1, 1
cinema, 1, 1
aloneto, 1, 1
communite, 1, 1
doesnt, 5, 4
condations, 1, 1
problems, 9, 7
contrasting, 1, 1
powerfull, 1, 1
instance, 1, 1
national, 1, 1
envoiremental, 1, 1
poisionus, 1, 1
starvy, 1, 1
enjoible, 1, 1
addition, 2, 2
twice, 1, 1
mension, 1, 1
lessons, 1, 1
where, 1, 1
travellng, 1, 1
resarching, 1, 1
observing, 1, 1
romantic, 1, 1
conculision, 1, 1
being, 3, 3
entertaining, 1, 1
chance, 3, 3
movement, 2, 2
unhappy, 3, 2
peacefull, 1, 1
agree this, 1, 1
this sentence, 1, 1
sentence young, 1, 1
young people, 1, 1
people every, 1, 1
every time, 2, 1
time enjoy, 1, 1
enjoy life, 2, 2
life more, 2, 2
more than, 8, 5
than older, 1, 1
older people, 7, 2
people in, 2, 2
opinion young, 1, 1
people very, 2, 1
very active, 2, 1
active make, 1, 1
make alot, 1, 1
alot of, 1, 1
of sports, 1, 1
sports listening, 1, 1
listening music, 1, 1
music dancing, 1, 1
dancing singing, 1, 1
singing song, 1, 1
song reading, 1, 1
reading going, 1, 1
going cinema, 1, 1
cinema but, 1, 1
but older, 1, 1
people prefer, 2, 2
prefer to, 2, 2
to aloneto, 1, 1
aloneto communite, 1, 1
communite other, 1, 1
people young, 1, 1
people doesnt, 1, 1
doesnt like, 1, 1
like think, 1, 1
think life, 1, 1
life condations, 1, 1
condations financial, 1, 1
financial problems, 1, 1
problems by, 1, 1
by contrasting, 1, 1
contrasting older, 1, 1
people although, 1, 1
although young, 1, 1
very powerfull, 1, 1
powerfull they, 1, 1
dont interest, 1, 1
interest any, 1, 1
any problems, 1, 1
problems for, 1, 1
for instance, 1, 1
instance national, 1, 1
national economy, 1, 1
economy envoiremental, 1, 1
envoiremental poisionus, 1, 1
poisionus starvy, 1, 1
starvy they, 1, 1
they think, 1, 1
think every, 1, 1
time enjoible, 1, 1
enjoible things, 1, 1
in addition, 1, 1
addition these, 1, 1
these young, 1, 1
people spend, 3, 3
spend as, 1, 1
as twice, 1, 1
twice as, 1, 1
as older, 2, 1
people they, 1, 1
they dont, 1, 1
dont like, 1, 1
like mension, 1, 1
mension about, 1, 1
their lessons, 1, 1
lessons where, 1, 1
where as, 1, 1
people like, 2, 2
like travellng, 1, 1
travellng resarching, 1, 1
resarching events, 1, 1
events reading, 1, 1
reading observing, 1, 1
observing events, 1, 1
events listening, 1, 1
listening romantic, 1, 1
romantic music, 1, 1
music conculision, 1, 1
conculision being, 1, 1
being young, 1, 1
people is, 3, 3
very entertaining, 1, 1
entertaining thing, 1, 1
thing young, 1, 1
people chance, 1, 1
chance and, 1, 1
and give, 1, 1
give to, 1, 1
our life, 4, 3
life movement, 1, 1
movement if, 1, 1
if they, 3, 2
dont have, 2, 2
have our, 1, 1
life makes, 1, 1
us unhappy, 1, 1
unhappy world, 1, 1
world is, 1, 1
active and, 1, 1
and peacefull, 1, 1
peacefull them, 1, 1
my, 6, 5
simple, 3, 3
true, 5, 3
arent, 1, 1
totaly, 1, 1
guilty, 1, 1
case, 5, 4
actions, 1, 1
born, 1, 1
contest, 1, 1
family, 1, 1
school, 10, 6
frieds, 1, 1
tv, 1, 1
influence, 2, 2
personality, 1, 1
gift, 1, 1
coach, 1, 1
deeply, 1, 1
its, 1, 1
moment, 4, 3
isnt, 2, 2
everybody, 1, 1
intersting, 2, 1
small, 2, 2
iam, 1, 1
theme, 1, 1
at, 2, 2
fact, 9, 6
call, 1, 1
center, 1, 1
family, 4, 3
thei, 1, 1
possibility, 1, 1
explain, 1, 1
problem, 9, 8
anyone, 2, 2
tell, 3, 3
begin, 2, 2
beginning, 2, 2
ist, 1, 1
my opinion, 1, 1
opinion is, 1, 1
very simple, 1, 1
simple i, 1, 1
that is, 7, 4
is true, 1, 1
true young, 1, 1
people dont, 3, 2
dont give, 1, 1
to helping, 1, 1
communities but, 1, 1
but i, 1, 1
they arent, 1, 1
arent totaly, 1, 1
totaly guilty, 1, 1
guilty of, 1, 1
of this, 2, 2
this in, 1, 1
in many, 1, 1
many case, 1, 1
case the, 2, 2
the actions, 1, 1
actions of, 1, 1
of a, 8, 8
a person, 8, 5
person born, 1, 1
born to, 1, 1
the contest, 1, 1
contest when, 1, 1
when they, 4, 4
they spent, 1, 1
spent their, 1, 1
their life, 5, 3
life family, 1, 1
family school, 1, 1
school frieds, 1, 1
frieds and, 1, 1
and tv, 1, 1
tv and, 1, 1
all of, 3, 3
the things, 2, 2
that a, 2, 1
person do, 1, 1
do in, 2, 2
the first, 4, 3
first part, 1, 1
of his, 1, 1
his life, 3, 2
life will, 1, 1
will influence, 1, 1
influence his, 1, 1
his personality, 1, 1
personality the, 1, 1
the gift, 1, 1
gift that, 1, 1
people take, 1, 1
take to, 1, 1
to his, 1, 1
life coach, 1, 1
coach are, 1, 1
are deeply, 1, 1
deeply wrong, 1, 1
wrong its, 1, 1
its true, 1, 1
true that, 2, 1
dont help, 1, 1
help enough, 1, 1
enough their, 1, 1
communities but, 1, 1
but is, 2, 2
is early, 1, 1
early true, 1, 1
that at, 1, 1
at the, 5, 5
the moment, 2, 1
moment there, 1, 1
there isnt, 1, 1
isnt good, 1, 1
examples to, 1, 1
to follow, 6, 2
follow and, 1, 1
and so, 3, 3
so will, 1, 1
will become, 1, 1
become everybody, 1, 1
everybody best, 1, 1
best person, 1, 1
person i, 1, 1
know that, 1, 1
that there, 3, 2
are many, 3, 3
many person, 1, 1
person that, 1, 1
that are, 3, 2
more intersting, 1, 1
intersting to, 1, 1
help everyone, 1, 1
everyone but, 1, 1
but for, 2, 2
for me, 5, 4
me this, 1, 1
this person, 2, 2
person are, 1, 1
are early, 1, 1
early a, 1, 1
a small, 1, 1
small number, 1, 1
number iam, 1, 1
iam very, 1, 1
very intersting, 1, 1
intersting for, 1, 1
for this, 1, 1
this theme, 1, 1
theme really, 1, 1
really at, 1, 1
at the, 1, 1
moment in, 1, 1
in fact, 1, 1
fact i, 1, 1
i work, 1, 1
work on, 1, 1
a call, 1, 1
call center, 1, 1
center that, 1, 1
that help, 1, 1
help some, 1, 1
some students, 1, 1
students of, 1, 1
of my, 6, 4
my country, 1, 1
country that, 1, 1
that have, 1, 1
have family, 1, 1
family problems, 1, 1
problems and, 1, 1
and thei, 1, 1
thei dont, 1, 1
the possibility, 1, 1
possibility to, 1, 1
to explain, 1, 1
explain their, 1, 1
their problem, 1, 1
problem to, 1, 1
to anyone, 1, 1
anyone for, 1, 1
for this, 1, 1
this reason, 1, 1
reason i, 1, 1
very very, 2, 1
very important, 3, 2
important tell, 1, 1
tell to, 1, 1
to all, 1, 1
all the, 2, 2
the right, 2, 2
right thing, 1, 1
thing and, 1, 1
and begin, 1, 1
begin to, 1, 1
people that, 1, 1
are around, 1, 1
around we, 1, 1
we and, 1, 1
and the, 1, 1
the better, 1, 1
way is, 1, 1
is beginning, 1, 1
beginning to, 1, 1
to ist, 1, 1
ist the, 1, 1
first of, 1, 1
brother, 6, 2
dressed, 1, 1
attend, 4, 4
friend´s, 1, 1
weding, 2, 1
arrived, 1, 1
resturant, 2, 2
came, 3, 2
across, 1, 1
classmate, 1, 1
hadn´t, 1, 1
connected, 1, 1
since, 4, 4
graduated, 1, 1
large, 5, 5
wine, 2, 2
after, 4, 4
walked, 3, 2
street, 2, 2
wanted, 2, 1
war, 1, 1
driver, 2, 2
finally, 2, 2
glazed, 1, 1
raised, 1, 1
got, 3, 3
fell, 2, 2
asleep, 1, 1
sat, 1, 1
found, 2, 2
station, 4, 4
how, 5, 5
terrible, 1, 1
evening my, 1, 1
my brother, 4, 2
brother dressed, 1, 1
dressed himself, 1, 1
himself up, 1, 1
up in, 2, 2
to attend, 4, 4
attend his, 1, 1
his friend´s, 1, 1
friend´s weding, 1, 1
weding when, 1, 1
when he, 2, 1
he arrived, 1, 1
arrived at, 1, 1
the resturant, 1, 1
resturant he, 1, 1
he came, 1, 1
came across, 1, 1
across a, 1, 1
a classmate, 1, 1
classmate who, 1, 1
who hadn´t, 1, 1
hadn´t connected, 1, 1
connected with, 1, 1
with him, 1, 1
him since, 1, 1
since he, 1, 1
he graduated, 1, 1
graduated from, 1, 1
from college, 1, 1
college my, 1, 1
my brother, 2, 1
brother was, 1, 1
happy that, 2, 2
he drank, 1, 1
drank a, 1, 1
a large, 4, 4
large amount, 1, 1
of wine, 2, 2
wine after, 1, 1
after the, 1, 1
the weding, 1, 1
weding my, 1, 1
brother walked, 1, 1
walked along, 1, 1
along the, 1, 1
the street, 2, 2
street and, 1, 1
and he, 3, 3
he wanted, 1, 1
wanted to, 2, 1
take a, 2, 2
a taxi, 3, 3
taxi because, 1, 1
because my, 1, 1
brother war, 1, 1
war drunk, 1, 1
drunk no, 1, 1
no driver, 1, 1
driver wanted, 1, 1
to let, 2, 2
let him, 1, 1
him get, 1, 1
get on, 1, 1
the car, 3, 3
car finally, 1, 1
finally my, 1, 1
brother glazed, 1, 1
glazed at, 1, 1
a car, 1, 1
car so, 1, 1
so he, 1, 1
he raised, 1, 1
raised his, 1, 1
his hand, 1, 1
hand and, 1, 1
and got, 1, 1
got on, 1, 1
on it, 4, 4
it he, 2, 2
he fell, 1, 1
fell asleep, 1, 1
asleep as, 1, 1
as he, 1, 1
he sat, 1, 1
sat when, 1, 1
he wake, 1, 1
up he, 1, 1
he found, 1, 1
found he, 1, 1
was in, 3, 3
in police, 1, 1
police station, 3, 3
station how, 1, 1
how terrible, 1, 1
terrible he, 1, 1
altough, 1, 1
educators, 2, 1
education, 3, 2
beleiving, 1, 1
according, 2, 2
emotional, 1, 1
subjective, 1, 1
peoples, 3, 3
evolve, 1, 1
your, 19, 5
confidence, 2, 1
rapid, 1, 1
technological, 1, 1
changes, 1, 1
accordin, 1, 1
conducted, 2, 2
scientist, 1, 1
published, 1, 1
mounts, 1, 1
65, 1, 1
this, 12, 7
cocequence, 1, 1
indicated, 1, 1
self-confidence, 1, 1
succesful, 1, 1
forget, 2, 2
long, 7, 6
texture, 1, 1
producing, 1, 1
comparing, 1, 1
througout, 1, 1
ralationship, 1, 1
teachers, 1, 1
coworkers, 1, 1
mentioned, 1, 1
invastigater, 1, 1
altough some, 1, 1
some educators, 1, 1
educators who, 1, 1
who works, 1, 1
works in, 1, 1
the field, 1, 1
field of, 1, 1
of education, 1, 1
education beleiving, 1, 1
beleiving learning, 1, 1
realy important, 1, 1
important for, 1, 1
for all, 2, 2
students most, 1, 1
most other, 1, 1
other educators, 1, 1
educators claim, 1, 1
that understanding, 1, 1
understanding the, 1, 1
concepts will, 1, 1
be useful, 1, 1
useful in, 1, 1
in their, 4, 3
life according, 1, 1
according to, 2, 2
to me, 2, 2
me most, 1, 1
the emotional, 1, 1
emotional facts, 1, 1
are subjective, 1, 1
subjective if, 1, 1
you learn, 1, 1
learn the, 6, 3
other peoples, 1, 1
peoples ideas, 1, 1
ideas you, 1, 1
you can, 10, 4
can find, 3, 3
find the, 3, 3
best way, 2, 2
way and, 1, 1
and you, 3, 2
can evolve, 1, 1
evolve your, 1, 1
your own, 1, 1
own idea, 1, 1
idea it, 1, 1
it makes, 2, 1
makes you, 1, 1
you a, 2, 2
a self, 1, 1
self confidence, 2, 1
confidence person, 1, 1
person self, 1, 1
confidence people, 1, 1
people can, 2, 2
can keep, 1, 1
keep up, 1, 1
up with, 2, 2
with rapid, 1, 1
rapid social, 1, 1
social and, 1, 1
and technological, 1, 1
technological changes, 1, 1
changes accordin, 1, 1
accordin to, 1, 1
the conducted, 1, 1
conducted from, 1, 1
from some, 1, 1
some scientist, 1, 1
scientist published, 1, 1
published in, 1, 1
a education, 1, 1
education issue, 1, 1
issue two, 1, 1
two mounts, 1, 1
mounts ago, 1, 1
ago about, 1, 1
about 65, 1, 1
65 people, 1, 1
people content, 1, 1
content with, 1, 1
life this, 1, 1
this cocequence, 1, 1
cocequence indicated, 1, 1
indicated us, 1, 1
us self-confidence, 1, 1
self-confidence people, 1, 1
people are, 5, 5
more succesful, 1, 1
succesful and, 1, 1
and happy, 1, 1
happy in, 1, 1
life most, 1, 1
students can, 1, 1
can forget, 1, 1
forget their, 1, 1
knowledge in, 2, 2
